path	verdict	reason
docs/campaigns/devenv/wps/REVIEW_WP-10_Iter3.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-10_Iter4.md	DESCARTAR	one of 43 per-iteration review transcripts, 9846 lines of process exhaust superseded by its own _FINAL sibling and by the two independent audits
docs/campaigns/devenv/wps/REVIEW_WP-10_Iter5_FINAL.md	ARQUIVAR	terminal review verdict, sole copy (absent from origin/main) — archive alongside the WP-* design specs. The previous reason ('superseded by its own _FINAL sibling') refuted itself: these ARE the _FINAL siblings.
docs/campaigns/devenv/wps/WP-01_RunnerDevEnvDO_Skeleton.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-02_Dockerfile_runnner_devenv.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-03_Entrypoint_Supervisord.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-04_clw_Integration.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-05_WebSocket_Proxy.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-06_DO_Lifecycle.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-07_Billing_Metering.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-08_Worker_Ingress_Routes.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-09_Dashboard_UI.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/campaigns/devenv/wps/WP-10_Dogfood_Testing_Docs.md	ARQUIVAR	one of 10 WP design specs (9295 lines) — the only written design record for the feature being re-cut; keep it reachable, but do not merge design docs ahead of the code
docs/devenv/cli-reference.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/concepts.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/connections.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/dashboard-guide.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/faq.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/limits.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/quickstart.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/resizing.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/snapshots.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/devenv/troubleshooting.md	ARQUIVAR	doc_status ACTIVE user guide promising clw devenv start, snapshots and 30-min hibernation for a feature that does not ship; merging it is a false capability claim — hold until the route is live
docs/internal/secrets-checklist.md	DESCARTAR	reverts the secrets registry: PR head 219 pipe-rows vs origin/main 256 — a delta of 37 rows removed, including entries main already carries (CORELINK_SCCACHE_TOKEN, R2_AUDIT_BUCKET).
migrations/d1/0094_devenv_monthly_vcpu.sql	SALVAR	the vCPU meter table. TWO conditions, both blocking: (1) renumber 0094 -> 0106 (0094 collides with 0094_runner_usage_counter.sql; main tops at 0105); (2) in the SAME PR register devenv_monthly_vcpu in ALL_TENANT_KEYED_TABLES and classify it erase-vs-retain per ADR-S11-013 — adapter_d1.rs:700 every_migrated_tenant_keyed_table_is_classified walks migrations/d1 and fails any unclassified tenant-keyed table. This exact table was the phantom that split an Art.17 erasure in half; main removed it and installed BOTH directions of the gate.
specs/_runbooks/RB-DEVENV-BILLING-DISCREPANCY.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
specs/_runbooks/RB-DEVENV-DISASTER-RECOVERY.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
specs/_runbooks/RB-DEVENV-QUOTA-EXCEEDED.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
specs/_runbooks/RB-DEVENV-SNAPSHOT-CORRUPTION.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
specs/_runbooks/RB-DEVENV-STUCK-STARTING.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
specs/_runbooks/RB-DEVENV-WEBSOCKET-CONNECTION-FAILS.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
specs/_runbooks/RB-DEVENV-WONT-STOP.md	ARQUIVAR	SRE runbook for an undeployed service; it also enters the validate_specs.py corpus, so merging 7 of them shifts the frozen 473/11 counts
tests/load/k6/scenarios/devenv-concurrent.js	ARQUIVAR	152-line k6 scenario for a service that is not deployed; preserve with the campaign record and land it with the feature
worker/src/index.ts	SALVAR	the actual ingress: devenv_v1 + openapi route kinds, dual Clerk/PAT auth, stripClientTrustHeaders before forwarding to RUNNER_DEVENV_DO (+116/-1); drop the unrelated undefined->null hunk at the replication-coordinator body
worker/src/lib/devenv_guard.ts	SALVAR	the only quota seam, but a FAIL-OPEN STUB: it SELECTs max_concurrency and max_vcpu_h and uses NEITHER, checks only install_status==='suspended', and a bare catch{} falls through to allowed:true — needs a real guard reading devenv_monthly_vcpu before it ships
worker/src/lib/openapi_devenv.ts	SALVAR	273-line OpenAPI 3.1 spec served at /openapi.json, but it declares vnc_url/tty_url/code_url REQUIRED while neither the client type nor the DO returns them — reconcile the contract before publishing
worker/src/lib/quota.ts	DESCARTAR	+237/-44 refactor of the billing/storage-cap gate, unrelated to devenv and shipped with no worker test in this PR; re-cut on main with a revert-red test
worker/src/replication_coordinator_do.ts	DESCARTAR	+37/-21 behaviour-neutral split of runTick/handleReplRoute, unrelated to devenv and untested here; re-cut separately
wrangler.toml	SALVAR	HUNK-LEVEL ONLY: take the c98ca0f4 RUNNER_DEVENV_DO binding and NOTHING from 0a5e3349 (plaintext Ed25519 seed as non-secret prod var, AUDIT_BUCKET binding, SIX prod crons — three top-level plus three in a new [env.prod.triggers]). CRITICAL: durable_objects and vars are NON-INHERITABLE in wrangler — main mirrors 6 top-level bindings to 6 in env.prod, and RUNNER_DEVENV_DO is the ONE binding the PR leaves unmirrored. Taking the top-level hunk alone ships DevEnv green in dev and permanently 503 in prod (worker/src/index.ts:2539), with CustomerNav.tsx linking users to it. MUST also add it to [[env.prod.durable_objects.bindings]]. CORELINK_API_BASE: drop it — no code in worker/src reads it; its consumers are signup-worker and admin-ui, which carry their own configs.
